Infobox Artist:birth_place	per:country_of_birth
Infobox Artist:birth_place	per:stateorprovince_of_birth
Infobox Artist:birth_place	per:city_of_birth
Infobox Artist:birthdate	per:age
Infobox Artist:birthdate	per:date_of_birth
Infobox Artist:birthname	per:alternate_names
Infobox Artist:birthplace	per:country_of_birth
Infobox Artist:birthplace	per:stateorprovince_of_birth
Infobox Artist:birthplace	per:city_of_birth
Infobox Artist:death_date	per:age
Infobox Artist:death_date	per:date_of_death
Infobox Artist:death_place	per:country_of_death
Infobox Artist:death_place	per:stateorprovince_of_death
Infobox Artist:death_place	per:city_of_death
Infobox Artist:deathdate	per:age
Infobox Artist:deathdate	per:date_of_death
Infobox Artist:deathplace	per:country_of_death
Infobox Artist:deathplace	per:stateorprovince_of_death
Infobox Artist:deathplace	per:city_of_death
Infobox Artist:died at age of	per:age
Infobox Artist:education	per:schools_attended
Infobox Artist:ethnicity	per:origin
Infobox Artist:known_for	per:title
Infobox Artist:location	per:countries_of_residence
Infobox Artist:location	per:states_or_provinces_of_residence
Infobox Artist:location	per:cities_of_residence
Infobox Artist:name	per:alternate_names
Infobox Artist:nationality	per:origin
Infobox Artist:occupation	per:title
Infobox Artist:profession	per:title
Infobox Artist:resides	per:countries_of_residence
Infobox Artist:resides	per:states_or_provinces_of_residence
Infobox Artist:resides	per:cities_of_residence
Infobox Artist:spouse	per:spouse
Infobox Artist:spouse(s)	per:spouse
Infobox Artist:training	per:schools_attended
Infobox Astronaut:branch	per:employee_of
Infobox Astronaut:current_occupation	per:employee_of
Infobox Astronaut:current_occupation	per:title
Infobox Astronaut:date_birth	per:age
Infobox Astronaut:date_birth	per:date_of_birth
Infobox Astronaut:date_death	per:age
Infobox Astronaut:date_death	per:date_of_death
Infobox Astronaut:ethnicity	per:origin
Infobox Astronaut:name	per:alternate_names
Infobox Astronaut:nationality	per:origin
Infobox Astronaut:native_name	per:alternate_names
Infobox Astronaut:occupation	per:title
Infobox Astronaut:offspring	per:children
Infobox Astronaut:place_birth	per:country_of_birth
Infobox Astronaut:place_birth	per:stateorprovince_of_birth
Infobox Astronaut:place_birth	per:city_of_birth
Infobox Astronaut:place_death	per:country_of_death
Infobox Astronaut:place_death	per:stateorprovince_of_death
Infobox Astronaut:place_death	per:city_of_death
Infobox Astronaut:previous_occupation	per:title
Infobox Astronaut:rank	per:employee_of
Infobox Astronaut:rank	per:title
Infobox Astronaut:selection	per:member_of
Infobox Astronaut:type	per:title
Infobox Athlete:alias	per:alternate_names
Infobox Athlete:birthdate	per:age
Infobox Athlete:birthdate	per:date_of_birth
Infobox Athlete:birthplace	per:country_of_birth
Infobox Athlete:birthplace	per:stateorprovince_of_birth
Infobox Athlete:birthplace	per:city_of_birth
Infobox Athlete:club	per:member_of
Infobox Athlete:country	per:origin
Infobox Athlete:datebirth	per:age
Infobox Athlete:datebirth	per:date_of_birth
Infobox Athlete:datedeath	per:age
Infobox Athlete:datedeath	per:date_of_death
Infobox Athlete:deathdate	per:age
Infobox Athlete:deathdate	per:date_of_death
Infobox Athlete:deathplace	per:country_of_death
Infobox Athlete:deathplace	per:stateorprovince_of_death
Infobox Athlete:deathplace	per:city_of_death
Infobox Athlete:fullname	per:alternate_names
Infobox Athlete:name	per:alternate_names
Infobox Athlete:nationality	per:origin
Infobox Athlete:nickname	per:alternate_names
Infobox Athlete:placebirth	per:country_of_birth
Infobox Athlete:placebirth	per:stateorprovince_of_birth
Infobox Athlete:placebirth	per:city_of_birth
Infobox Athlete:playername	per:alternate_names
Infobox Athlete:residence	per:countries_of_residence
Infobox Athlete:residence	per:states_or_provinces_of_residence
Infobox Athlete:residence	per:cities_of_residence
Infobox Austrian Royalty:children	per:children
Infobox Austrian Royalty:date of birth	per:age
Infobox Austrian Royalty:date of birth	per:date_of_birth
Infobox Austrian Royalty:date of death	per:age
Infobox Austrian Royalty:date of death	per:date_of_death
Infobox Austrian Royalty:father	per:parents
Infobox Austrian Royalty:full name	per:alternate_names
Infobox Austrian Royalty:issue	per:children
Infobox Austrian Royalty:mother	per:parents
Infobox Austrian Royalty:name	per:alternate_names
Infobox Austrian Royalty:other_names	per:alternate_names
Infobox Austrian Royalty:place of birth	per:country_of_birth
Infobox Austrian Royalty:place of birth	per:stateorprovince_of_birth
Infobox Austrian Royalty:place of birth	per:city_of_birth
Infobox Austrian Royalty:place of death	per:country_of_death
Infobox Austrian Royalty:place of death	per:stateorprovince_of_death
Infobox Austrian Royalty:place of death	per:city_of_death
Infobox Austrian Royalty:spouse	per:spouse
Infobox Austrian Royalty:title	per:employee_of
Infobox Austrian Royalty:title	per:title
Infobox Austrian Royalty:titles	per:employee_of
Infobox Austrian Royalty:titles	per:title
Infobox Belgian Royalty:birth_date	per:age
Infobox Belgian Royalty:birth_date	per:date_of_birth
Infobox Belgian Royalty:birth_place	per:country_of_birth
Infobox Belgian Royalty:birth_place	per:stateorprovince_of_birth
Infobox Belgian Royalty:birth_place	per:city_of_birth
Infobox Belgian Royalty:date of birth	per:age
Infobox Belgian Royalty:date of birth	per:date_of_birth
Infobox Belgian Royalty:date of death	per:age
Infobox Belgian Royalty:date of death	per:date_of_death
Infobox Belgian Royalty:father	per:parents
Infobox Belgian Royalty:full name	per:alternate_names
Infobox Belgian Royalty:issue	per:children
Infobox Belgian Royalty:mother	per:parents
Infobox Belgian Royalty:name	per:alternate_names
Infobox Belgian Royalty:othertitles	per:employee_of
Infobox Belgian Royalty:othertitles	per:title
Infobox Belgian Royalty:place of birth	per:country_of_birth
Infobox Belgian Royalty:place of birth	per:stateorprovince_of_birth
Infobox Belgian Royalty:place of birth	per:city_of_birth
Infobox Belgian Royalty:place of death	per:country_of_death
Infobox Belgian Royalty:place of death	per:stateorprovince_of_death
Infobox Belgian Royalty:place of death	per:city_of_death
Infobox Belgian Royalty:spouse	per:spouse
Infobox Bishop of York:birth_date	per:age
Infobox Bishop of York:birth_date	per:date_of_birth
Infobox Bishop of York:death_date	per:age
Infobox Bishop of York:death_date	per:date_of_death
Infobox Bishop of York:name	per:alternate_names
Infobox Bishop:alma_mater	per:schools_attended
Infobox Bishop:birth_date	per:age
Infobox Bishop:birth_date	per:date_of_birth
Infobox Bishop:birth_name	per:alternate_names
Infobox Bishop:birth_place	per:country_of_birth
Infobox Bishop:birth_place	per:stateorprovince_of_birth
Infobox Bishop:birth_place	per:city_of_birth
Infobox Bishop:birthplace	per:country_of_birth
Infobox Bishop:birthplace	per:stateorprovince_of_birth
Infobox Bishop:birthplace	per:city_of_birth
Infobox Bishop:bishop_of	per:title
Infobox Bishop:children	per:children
Infobox Bishop:death_date	per:age
Infobox Bishop:death_date	per:date_of_death
Infobox Bishop:death_place	per:country_of_death
Infobox Bishop:death_place	per:stateorprovince_of_death
Infobox Bishop:death_place	per:city_of_death
Infobox Bishop:deathplace	per:country_of_death
Infobox Bishop:deathplace	per:stateorprovince_of_death
Infobox Bishop:deathplace	per:city_of_death
Infobox Bishop:diocese	per:employee_of
Infobox Bishop:diocese	per:countries_of_residence
Infobox Bishop:diocese	per:states_or_provinces_of_residence
Infobox Bishop:diocese	per:cities_of_residence
Infobox Bishop:name	per:alternate_names
Infobox Bishop:nationality	per:origin
Infobox Bishop:occupation	per:title
Infobox Bishop:parents	per:parents
Infobox Bishop:profession	per:title
Infobox Bishop:province	per:employee_of
Infobox Bishop:religion	per:religion
Infobox Bishop:residence	per:countries_of_residence
Infobox Bishop:residence	per:states_or_provinces_of_residence
Infobox Bishop:residence	per:cities_of_residence
Infobox Bishop:spouse	per:spouse
Infobox Bishop:title	per:title
Infobox Bourbon-Parma Royalty:birth_date	per:age
Infobox Bourbon-Parma Royalty:birth_date	per:date_of_birth
Infobox Bourbon-Parma Royalty:date of birth	per:age
Infobox Bourbon-Parma Royalty:date of birth	per:date_of_birth
Infobox Bourbon-Parma Royalty:date of death	per:age
Infobox Bourbon-Parma Royalty:date of death	per:date_of_death
Infobox Bourbon-Parma Royalty:father	per:parents
Infobox Bourbon-Parma Royalty:full name	per:alternate_names
Infobox Bourbon-Parma Royalty:issue	per:children
Infobox Bourbon-Parma Royalty:mother	per:parents
Infobox Bourbon-Parma Royalty:name	per:alternate_names
Infobox Bourbon-Parma Royalty:other_names	per:alternate_names
Infobox Bourbon-Parma Royalty:place of birth	per:country_of_birth
Infobox Bourbon-Parma Royalty:place of birth	per:stateorprovince_of_birth
Infobox Bourbon-Parma Royalty:place of birth	per:city_of_birth
Infobox Bourbon-Parma Royalty:place of death	per:country_of_death
Infobox Bourbon-Parma Royalty:place of death	per:stateorprovince_of_death
Infobox Bourbon-Parma Royalty:place of death	per:city_of_death
Infobox Bourbon-Parma Royalty:spouse	per:spouse
Infobox Bourbon-Parma Royalty:title	per:employee_of
Infobox Bourbon-Parma Royalty:title	per:title
Infobox Boxer:Religion	per:religion
Infobox Boxer:birth name	per:alternate_names
Infobox Boxer:birth_date	per:age
Infobox Boxer:birth_date	per:date_of_birth
Infobox Boxer:birth_place	per:country_of_birth
Infobox Boxer:birth_place	per:stateorprovince_of_birth
Infobox Boxer:birth_place	per:city_of_birth
Infobox Boxer:death_date	per:age
Infobox Boxer:death_date	per:date_of_death
Infobox Boxer:death_place	per:country_of_death
Infobox Boxer:death_place	per:stateorprovince_of_death
Infobox Boxer:death_place	per:city_of_death
Infobox Boxer:home	per:countries_of_residence
Infobox Boxer:home	per:states_or_provinces_of_residence
Infobox Boxer:home	per:cities_of_residence
Infobox Boxer:hometown	per:countries_of_residence
Infobox Boxer:hometown	per:states_or_provinces_of_residence
Infobox Boxer:hometown	per:cities_of_residence
Infobox Boxer:name	per:alternate_names
Infobox Boxer:nationality	per:origin
Infobox Boxer:nickname	per:alternate_names
Infobox Boxer:realname	per:alternate_names
Infobox Breton Royalty:date of birth	per:age
Infobox Breton Royalty:date of birth	per:date_of_birth
Infobox Breton Royalty:date of death	per:age
Infobox Breton Royalty:date of death	per:date_of_death
Infobox Breton Royalty:father	per:parents
Infobox Breton Royalty:issue	per:children
Infobox Breton Royalty:mother	per:parents
Infobox Breton Royalty:name	per:alternate_names
Infobox Breton Royalty:spouse	per:spouse
Infobox Breton Royalty:title	per:employee_of
Infobox Breton Royalty:title	per:title
Infobox Breton Royalty:titles	per:employee_of
Infobox Breton Royalty:titles	per:title
Infobox British Royalty:birth_place	per:country_of_birth
Infobox British Royalty:birth_place	per:stateorprovince_of_birth
Infobox British Royalty:birth_place	per:city_of_birth
Infobox British Royalty:consort	per:spouse
Infobox British Royalty:date of birth	per:age
Infobox British Royalty:date of birth	per:date_of_birth
Infobox British Royalty:date of death	per:age
Infobox British Royalty:date of death	per:date_of_death
Infobox British Royalty:father	per:parents
Infobox British Royalty:full name	per:alternate_names
Infobox British Royalty:grandmother	per:other_family
Infobox British Royalty:issue	per:children
Infobox British Royalty:mother	per:parents
Infobox British Royalty:name	per:alternate_names
Infobox British Royalty:occupation	per:employee_of
Infobox British Royalty:occupation	per:title
Infobox British Royalty:othertitles	per:employee_of
Infobox British Royalty:othertitles	per:title
Infobox British Royalty:partners	per:spouse
Infobox British Royalty:place of birth	per:country_of_birth
Infobox British Royalty:place of birth	per:stateorprovince_of_birth
Infobox British Royalty:place of birth	per:city_of_birth
Infobox British Royalty:place of death	per:country_of_death
Infobox British Royalty:place of death	per:stateorprovince_of_death
Infobox British Royalty:place of death	per:city_of_death
Infobox British Royalty:residence	per:countries_of_residence
Infobox British Royalty:residence	per:states_or_provinces_of_residence
Infobox British Royalty:residence	per:cities_of_residence
Infobox British Royalty:spouse	per:spouse
Infobox British Royalty:tertiary education	per:schools_attended
Infobox British Royalty:title	per:employee_of
Infobox British Royalty:title	per:title
Infobox British Royalty:titles	per:employee_of
Infobox British Royalty:titles	per:title
Infobox CanadianMP:alma_mater	per:schools_attended
Infobox CanadianMP:birth_date	per:age
Infobox CanadianMP:birth_date	per:date_of_birth
Infobox CanadianMP:birth_place	per:country_of_birth
Infobox CanadianMP:birth_place	per:stateorprovince_of_birth
Infobox CanadianMP:birth_place	per:city_of_birth
Infobox CanadianMP:children	per:children
Infobox CanadianMP:constituency	per:employee_of
Infobox CanadianMP:death_date	per:age
Infobox CanadianMP:death_date	per:date_of_death
Infobox CanadianMP:death_place	per:country_of_death
Infobox CanadianMP:death_place	per:stateorprovince_of_death
Infobox CanadianMP:death_place	per:city_of_death
Infobox CanadianMP:name	per:alternate_names
Infobox CanadianMP:nationality	per:origin
Infobox CanadianMP:occupation	per:title
Infobox CanadianMP:office	per:employee_of
Infobox CanadianMP:office	per:title
Infobox CanadianMP:office1	per:employee_of
Infobox CanadianMP:office1	per:title
Infobox CanadianMP:office2	per:employee_of
Infobox CanadianMP:office2	per:title
Infobox CanadianMP:office3	per:employee_of
Infobox CanadianMP:office3	per:title
Infobox CanadianMP:office4	per:employee_of
Infobox CanadianMP:office4	per:title
Infobox CanadianMP:office5	per:employee_of
Infobox CanadianMP:office5	per:title
Infobox CanadianMP:office6	per:employee_of
Infobox CanadianMP:office6	per:title
Infobox CanadianMP:order	per:employee_of
Infobox CanadianMP:order	per:title
Infobox CanadianMP:order2	per:employee_of
Infobox CanadianMP:order2	per:title
Infobox CanadianMP:order3	per:employee_of
Infobox CanadianMP:order3	per:title
Infobox CanadianMP:order5	per:employee_of
Infobox CanadianMP:order5	per:title
Infobox CanadianMP:otherparty	per:member_of
Infobox CanadianMP:parliament	per:member_of
Infobox CanadianMP:parliament2	per:member_of
Infobox CanadianMP:parliament3	per:member_of
Infobox CanadianMP:party	per:member_of
Infobox CanadianMP:profession	per:title
Infobox CanadianMP:religion	per:religion
Infobox CanadianMP:residence	per:countries_of_residence
Infobox CanadianMP:residence	per:states_or_provinces_of_residence
Infobox CanadianMP:residence	per:cities_of_residence
Infobox CanadianMP:spouse	per:spouse
Infobox CanadianMP:spouse2	per:spouse
Infobox Chancellor:alma_mater	per:schools_attended
Infobox Chancellor:birth_date	per:age
Infobox Chancellor:birth_date	per:date_of_birth
Infobox Chancellor:birth_place	per:country_of_birth
Infobox Chancellor:birth_place	per:stateorprovince_of_birth
Infobox Chancellor:birth_place	per:city_of_birth
Infobox Chancellor:name	per:alternate_names
Infobox Chancellor:order	per:employee_of
Infobox Chancellor:order	per:member_of
Infobox Chancellor:order	per:title
Infobox Chancellor:order2	per:employee_of
Infobox Chancellor:order2	per:member_of
Infobox Chancellor:order2	per:title
Infobox Chancellor:order3	per:employee_of
Infobox Chancellor:order3	per:member_of
Infobox Chancellor:order3	per:title
Infobox Chancellor:party	per:member_of
Infobox Chancellor:profession	per:title
Infobox Chancellor:religion	per:religion
Infobox Chancellor:spouse	per:spouse
Infobox Cricketer:country	per:origin
Infobox Cricketer:country abbrev	per:origin
Infobox Cricketer:country_abbrev	per:origin
Infobox Cricketer:name	per:alternate_names
Infobox Cricketer:nationality	per:origin
Infobox Figure skater:country	per:origin
Infobox Figure skater:dateofbirth	per:age
Infobox Figure skater:dateofbirth	per:date_of_birth
Infobox Figure skater:residence	per:countries_of_residence
Infobox Figure skater:residence	per:states_or_provinces_of_residence
Infobox Figure skater:residence	per:cities_of_residence
Infobox Figure skater:skating club	per:member_of
Infobox Figure skater:skating_club	per:member_of
Infobox Go player:affiliation	per:member_of
Infobox Go player:cityofbirth	per:city_of_birth
Infobox Go player:countryofbirth	per:origin
Infobox Go player:dateofbirth	per:age
Infobox Go player:dateofbirth	per:date_of_birth
Infobox Go player:residence	per:countries_of_residence
Infobox Go player:residence	per:states_or_provinces_of_residence
Infobox Go player:residence	per:cities_of_residence
Infobox Monarch:consort	per:spouse
Infobox Monarch:date of birth	per:date_of_birth
Infobox Monarch:date of death	per:date_of_death
Infobox Monarch:date_of_birth	per:date_of_birth
Infobox Monarch:date_of_death	per:date_of_death
Infobox Monarch:father	per:parents
Infobox Monarch:full name	per:alternate_names
Infobox Monarch:full_name	per:alternate_names
Infobox Monarch:issue	per:children
Infobox Monarch:mother	per:parents
Infobox Monarch:name	per:alternate_names
Infobox Monarch:othertitles	per:title
Infobox Monarch:place of birth	per:country_of_birth
Infobox Monarch:place of birth	per:stateorprovince_of_birth
Infobox Monarch:place of birth	per:city_of_birth
Infobox Monarch:place of death	per:country_of_death
Infobox Monarch:place of death	per:stateorprovince_of_death
Infobox Monarch:place of death	per:city_of_death
Infobox Monarch:place_of_birth	per:country_of_birth
Infobox Monarch:place_of_birth	per:stateorprovince_of_birth
Infobox Monarch:place_of_birth	per:city_of_birth
Infobox Monarch:place_of_death	per:country_of_death
Infobox Monarch:place_of_death	per:stateorprovince_of_death
Infobox Monarch:place_of_death	per:city_of_death
Infobox Monarch:queen	per:spouse
Infobox Monarch:spouse 1	per:spouse
Infobox Monarch:spouse 2	per:spouse
Infobox Monarch:spouse 3	per:spouse
Infobox Monarch:spouse 4	per:spouse
Infobox Monarch:spouse 5	per:spouse
Infobox Monarch:spouse 6	per:spouse
Infobox Monarch:spouse 7	per:spouse
Infobox Monarch:spouse_1	per:spouse
Infobox Monarch:spouse_2	per:spouse
Infobox Monarch:spouse_3	per:spouse
Infobox Monarch:spouse_4	per:spouse
Infobox Monarch:spouse_5	per:spouse
Infobox Monarch:spouse_6	per:spouse
Infobox Monarch:spouse_7	per:spouse
Infobox Monarch:title	per:title
Infobox Musical artist:Born	per:age
Infobox Musical artist:Born	per:date_of_birth
Infobox Musical artist:Born	per:country_of_birth
Infobox Musical artist:Born	per:stateorprovince_of_birth
Infobox Musical artist:Born	per:city_of_birth
Infobox Musical artist:Name	per:alternate_names
Infobox Musical artist:Occupation	per:title
Infobox Musical artist:Origin	per:origin
Infobox Musical artist:Origin	per:country_of_birth
Infobox Musical artist:Origin	per:stateorprovince_of_birth
Infobox Musical artist:Origin	per:city_of_birth
Infobox President:birth_date	per:age
Infobox President:birth_date	per:date_of_birth
Infobox President:birth_place	per:country_of_birth
Infobox President:birth_place	per:stateorprovince_of_birth
Infobox President:birth_place	per:city_of_birth
Infobox President:children	per:children
Infobox President:death_date	per:age
Infobox President:death_date	per:date_of_death
Infobox President:death_place	per:country_of_death
Infobox President:death_place	per:stateorprovince_of_death
Infobox President:death_place	per:city_of_death
Infobox President:name	per:alternate_names
Infobox President:nationality	per:origin
Infobox President:order	per:employee_of
Infobox President:order	per:member_of
Infobox President:order	per:title
Infobox President:order1	per:employee_of
Infobox President:order1	per:member_of
Infobox President:order1	per:title
Infobox President:order2	per:employee_of
Infobox President:order2	per:member_of
Infobox President:order2	per:title
Infobox President:order3	per:employee_of
Infobox President:order3	per:member_of
Infobox President:order3	per:title
Infobox President:order4	per:employee_of
Infobox President:order4	per:member_of
Infobox President:order4	per:title
Infobox President:order5	per:employee_of
Infobox President:order5	per:member_of
Infobox President:order5	per:title
Infobox President:party	per:member_of
Infobox President:religion	per:religion
Infobox President:spouse	per:spouse
Infobox Prime Minister:alma_mater	per:schools_attended
Infobox Prime Minister:birth_date	per:age
Infobox Prime Minister:birth_date	per:date_of_birth
Infobox Prime Minister:birth_place	per:country_of_birth
