Infobox Australian police:headquarters	org:stateorprovince_of_headquarters
Infobox Australian police:headquarters	org:city_of_headquarters
Infobox Australian police:ministry	org:parents
Infobox Australian police:name	org:alternate_names
Infobox Australian police:units	org:subsidiaries
Infobox Australian police:website	org:website
Infobox Austrian Political Party:europarl	org:member_of
Infobox Austrian Political Party:european	org:member_of
Infobox Austrian Political Party:foundation	org:founded
Infobox Austrian Political Party:headquarters	org:country_of_headquarters
Infobox Austrian Political Party:headquarters	org:stateorprovince_of_headquarters
Infobox Austrian Political Party:headquarters	org:city_of_headquarters
Infobox Austrian Political Party:ideology	org:political/religious_affiliation
Infobox Austrian Political Party:international	org:member_of
Infobox Austrian Political Party:leader	org:top_members/employees
Infobox Austrian Political Party:party_name	org:alternate_names
Infobox Austrian Political Party:website	org:website
Infobox Basketball club:Solsonica SpA	org:website
Infobox Basketball club:Vice-President	org:top_members/employees
Infobox Basketball club:assisting coach	org:top_members/employees
Infobox Basketball club:coach	org:top_members/employees
Infobox Basketball club:conference	org:member_of
Infobox Basketball club:founded	org:founded
Infobox Basketball club:history	org:dissolved
Infobox Basketball club:history	org:founded
Infobox Basketball club:leagues	org:member_of
Infobox Basketball club:location	org:country_of_headquarters
Infobox Basketball club:location	org:stateorprovince_of_headquarters
Infobox Basketball club:location	org:city_of_headquarters
Infobox Basketball club:name	org:alternate_names
Infobox Basketball club:nickname	org:alternate_names
Infobox Basketball club:owner	org:parents
Infobox Basketball club:president	org:top_members/employees
Infobox Basketball club:vice-presidents	org:top_members/employees
Infobox Basketball club:website	org:website
Infobox Brazilian Political Party:foundation	org:founded
Infobox Brazilian Political Party:headquarters	org:country_of_headquarters
Infobox Brazilian Political Party:headquarters	org:stateorprovince_of_headquarters
Infobox Brazilian Political Party:headquarters	org:city_of_headquarters
Infobox Brazilian Political Party:ideology	org:political/religious_affiliation
Infobox Brazilian Political Party:international	org:member_of
Infobox Brazilian Political Party:party_name	org:alternate_names
Infobox Brazilian Political Party:president	org:top_members/employees
Infobox Brazilian Political Party:website	org:website
Infobox British Political Party:chairman	org:top_members/employees
Infobox British Political Party:deputy leader	org:top_members/employees
Infobox British Political Party:europarl	org:member_of
Infobox British Political Party:european	org:member_of
Infobox British Political Party:foundation	org:founded
Infobox British Political Party:headquarters	org:country_of_headquarters
Infobox British Political Party:headquarters	org:stateorprovince_of_headquarters
Infobox British Political Party:headquarters	org:city_of_headquarters
Infobox British Political Party:ideology	org:political/religious_affiliation
Infobox British Political Party:international	org:member_of
Infobox British Political Party:leader	org:top_members/employees
Infobox British Political Party:party_name	org:alternate_names
Infobox British Political Party:website	org:website
Infobox Bus transit:alliance	org:member_of
Infobox Bus transit:ceo	org:top_members/employees
Infobox Bus transit:founded	org:founded
Infobox Bus transit:headquarters	org:country_of_headquarters
Infobox Bus transit:headquarters	org:stateorprovince_of_headquarters
Infobox Bus transit:headquarters	org:city_of_headquarters
Infobox Bus transit:locale	org:country_of_headquarters
Infobox Bus transit:locale	org:stateorprovince_of_headquarters
Infobox Bus transit:locale	org:city_of_headquarters
Infobox Bus transit:name	org:alternate_names
Infobox Bus transit:operator	org:parents
Infobox Bus transit:parent	org:parents
Infobox Bus transit:website	org:website
Infobox CBB Team:city	org:city_of_headquarters
Infobox CBB Team:coach	org:top_members/employees
Infobox CBB Team:conference	org:member_of
Infobox CBB Team:conference_short	org:member_of
Infobox CBB Team:division	org:member_of
Infobox CBB Team:name	org:alternate_names
Infobox CBB Team:nickname	org:alternate_names
Infobox CBB Team:state	org:stateorprovince_of_headquarters
Infobox CBB Team:stateabb	org:stateorprovince_of_headquarters
Infobox CBB Team:university	org:parents
Infobox Canadian Police Service:chief	org:top_members/employees
Infobox Canadian Police Service:established	org:founded
Infobox Canadian Police Service:headquarters	org:country_of_headquarters
Infobox Canadian Police Service:headquarters	org:stateorprovince_of_headquarters
Infobox Canadian Police Service:headquarters	org:city_of_headquarters
Infobox Canadian Police Service:name	org:alternate_names
Infobox Canadian Police Service:website	org:website
Infobox Canadian college athletics:city	org:city_of_headquarters
Infobox Canadian college athletics:conference	org:member_of
Infobox Canadian college athletics:director	org:top_members/employees
Infobox Canadian college athletics:division	org:member_of
Infobox Canadian college athletics:name	org:alternate_names
Infobox Canadian college athletics:nickname	org:alternate_names
Infobox Canadian college athletics:pageurl	org:website
Infobox Canadian college athletics:province	org:stateorprovince_of_headquarters
Infobox Canadian college athletics:teams	org:members
Infobox Canadian college athletics:university	org:parents
Infobox Canadian government departments:current_minister	org:top_members/employees
Infobox Canadian government departments:department	org:alternate_names
Infobox Canadian government departments:deputy_minister	org:top_members/employees
Infobox Canadian government departments:employees	org:number_of_employees/members
Infobox Canadian government departments:established	org:founded
Infobox Canadian government departments:second_minister	org:top_members/employees
Infobox Canadian government departments:secretary	org:top_members/employees
Infobox Canadian government departments:website	org:website
Infobox Casino:address	org:country_of_headquarters
Infobox Casino:address	org:stateorprovince_of_headquarters
Infobox Casino:address	org:city_of_headquarters
Infobox Casino:casino	org:alternate_names
Infobox Casino:date_opened	org:founded
Infobox Casino:location	org:country_of_headquarters
Infobox Casino:location	org:stateorprovince_of_headquarters
Infobox Casino:location	org:city_of_headquarters
Infobox Casino:owner	org:parents
Infobox Casino:website	org:website
Infobox Central bank:bank_name	org:alternate_names
Infobox Central bank:bank_name_in_local	org:alternate_names
Infobox Central bank:bank_of	org:parents
Infobox Central bank:established	org:founded
Infobox Central bank:headquarters	org:country_of_headquarters
Infobox Central bank:headquarters	org:stateorprovince_of_headquarters
Infobox Central bank:headquarters	org:city_of_headquarters
Infobox Central bank:president	org:top_members/employees
Infobox Central bank:website	org:website
Infobox Christian denomination:area	org:country_of_headquarters
Infobox Christian denomination:area	org:stateorprovince_of_headquarters
Infobox Christian denomination:area	org:city_of_headquarters
Infobox Christian denomination:founded_date	org:founded
Infobox Christian denomination:founder	org:founded_by
Infobox Christian denomination:members	org:number_of_employees/members
Infobox Christian denomination:name	org:alternate_names
Infobox Christian denomination:orientation	org:political/religious_affiliation
Infobox Christian denomination:parent	org:parents
Infobox Church:address	org:country_of_headquarters
Infobox Church:address	org:stateorprovince_of_headquarters
Infobox Church:address	org:city_of_headquarters
Infobox Church:dedicated_date	org:founded
Infobox Church:denomination	org:member_of
Infobox Church:diocese	org:member_of
Infobox Church:location	org:country_of_headquarters
Infobox Church:location	org:stateorprovince_of_headquarters
Infobox Church:location	org:city_of_headquarters
Infobox Church:seniorpastor	org:top_members/employees
Infobox Church:website	org:website
Infobox College Volleyball Team:city	org:city_of_headquarters
Infobox College Volleyball Team:coach	org:top_members/employees
Infobox College Volleyball Team:conference	org:member_of
Infobox College Volleyball Team:conference_short	org:member_of
Infobox College Volleyball Team:name	org:alternate_names
Infobox College Volleyball Team:nickname	org:alternate_names
Infobox College Volleyball Team:state	org:stateorprovince_of_headquarters
Infobox College Volleyball Team:stateabb	org:stateorprovince_of_headquarters
Infobox College Volleyball Team:university	org:parents
Infobox College Wrestling Team:city	org:city_of_headquarters
Infobox College Wrestling Team:coach	org:top_members/employees
Infobox College Wrestling Team:conference	org:member_of
Infobox College Wrestling Team:conference_short	org:member_of
Infobox College Wrestling Team:name	org:alternate_names
Infobox College Wrestling Team:nickname	org:alternate_names
Infobox College Wrestling Team:state	org:stateorprovince_of_headquarters
Infobox College Wrestling Team:stateabb	org:stateorprovince_of_headquarters
Infobox College Wrestling Team:university	org:parents
Infobox College baseball team:city	org:city_of_headquarters
Infobox College baseball team:coach	org:top_members/employees
Infobox College baseball team:conference	org:member_of
Infobox College baseball team:conference_short	org:member_of
Infobox College baseball team:division	org:member_of
Infobox College baseball team:founded	org:founded
Infobox College baseball team:name	org:alternate_names
Infobox College baseball team:nickname	org:alternate_names
Infobox College baseball team:state	org:stateorprovince_of_headquarters
Infobox College baseball team:stateabb	org:stateorprovince_of_headquarters
Infobox College baseball team:university	org:parents
Infobox College:Principal	org:top_members/employees
Infobox College:affiliation	org:subsidiaries
Infobox College:affiliations	org:subsidiaries
Infobox College:city	org:city_of_headquarters
Infobox College:dean	org:top_members/employees
Infobox College:director	org:top_members/employees
Infobox College:established	org:founded
Infobox College:faculty	org:number_of_employees/members
Infobox College:location	org:country_of_headquarters
Infobox College:location	org:stateorprovince_of_headquarters
Infobox College:location	org:city_of_headquarters
Infobox College:name	org:alternate_names
Infobox College:native_name	org:alternate_names
Infobox College:principal	org:top_members/employees
Infobox College:state	org:stateorprovince_of_headquarters
Infobox College:students	org:number_of_employees/members
Infobox College:website	org:website
Infobox Company:CEO	org:top_members/employees
Infobox Company:Co-Chairmen	org:top_members/employees
Infobox Company:Company Name	org:alternate_names
Infobox Company:Company_name	org:alternate_names
Infobox Company:Founder	org:founded_by
Infobox Company:Head Office	org:country_of_headquarters
Infobox Company:Head Office	org:stateorprovince_of_headquarters
Infobox Company:Head Office	org:city_of_headquarters
Infobox Company:Headquarter	org:country_of_headquarters
Infobox Company:Headquarter	org:stateorprovince_of_headquarters
Infobox Company:Headquarter	org:city_of_headquarters
Infobox Company:Headquarters	org:country_of_headquarters
Infobox Company:Headquarters	org:stateorprovince_of_headquarters
Infobox Company:Headquarters	org:city_of_headquarters
Infobox Company:Homepage	org:website
Infobox Company:Owner	org:parents
Infobox Company:Parent Company	org:parents
Infobox Company:URL	org:website
Infobox Company:Years_active	org:dissolved
Infobox Company:Years_active	org:founded
Infobox Company:address	org:country_of_headquarters
Infobox Company:address	org:stateorprovince_of_headquarters
Infobox Company:address	org:city_of_headquarters
Infobox Company:affiliations	org:member_of
Infobox Company:assets	org:subsidiaries
Infobox Company:ceo	org:top_members/employees
Infobox Company:chief executive officer	org:top_members/employees
Infobox Company:company name	org:alternate_names
Infobox Company:company_name	org:alternate_names
Infobox Company:company_type	org:parents
Infobox Company:defunct	org:dissolved
Infobox Company:defunct divisions	org:subsidiaries
Infobox Company:dissolution	org:dissolved
Infobox Company:dissolved	org:dissolved
Infobox Company:divisions	org:subsidiaries
Infobox Company:employees	org:number_of_employees/members
Infobox Company:fate	org:dissolved
Infobox Company:foundation	org:founded
Infobox Company:founded	org:founded
Infobox Company:founder	org:founded_by
Infobox Company:founder/President	org:founded_by
Infobox Company:founders	org:founded_by
Infobox Company:founding_city	org:city_of_headquarters
Infobox Company:headquarter	org:country_of_headquarters
Infobox Company:headquarter	org:stateorprovince_of_headquarters
Infobox Company:headquarter	org:city_of_headquarters
Infobox Company:headquarters	org:country_of_headquarters
Infobox Company:headquarters	org:stateorprovince_of_headquarters
Infobox Company:headquarters	org:city_of_headquarters
Infobox Company:holding company	org:parents
Infobox Company:homepage	org:website
Infobox Company:investors	org:shareholders
Infobox Company:key people	org:top_members/employees
Infobox Company:key_people	org:top_members/employees
Infobox Company:launch date	org:founded
Infobox Company:launch_date	org:founded
Infobox Company:location	org:country_of_headquarters
Infobox Company:location	org:stateorprovince_of_headquarters
Infobox Company:location	org:city_of_headquarters
Infobox Company:location_city	org:city_of_headquarters
Infobox Company:location_country	org:country_of_headquarters
Infobox Company:location_state	org:stateorprovince_of_headquarters
Infobox Company:members	org:number_of_employees/members
Infobox Company:name	org:alternate_names
Infobox Company:num employees	org:number_of_employees/members
Infobox Company:num_employees	org:number_of_employees/members
Infobox Company:number_of_employees	org:number_of_employees/members
Infobox Company:official_name	org:alternate_names
Infobox Company:old_name	org:alternate_names
Infobox Company:owner	org:parents
Infobox Company:owners	org:parents
Infobox Company:parent	org:parents
Infobox Company:parent (lineage; no longer parent)	org:parents
Infobox Company:parents	org:parents
Infobox Company:past_names	org:alternate_names
Infobox Company:president	org:top_members/employees
Infobox Company:subsid	org:subsidiaries
Infobox Company:url	org:website
Infobox Company:website	org:website
Infobox DRC Political Party:foundation	org:founded
Infobox DRC Political Party:headquarters	org:country_of_headquarters
Infobox DRC Political Party:headquarters	org:stateorprovince_of_headquarters
Infobox DRC Political Party:headquarters	org:city_of_headquarters
Infobox DRC Political Party:ideology	org:political/religious_affiliation
Infobox DRC Political Party:leader	org:top_members/employees
Infobox DRC Political Party:party_name	org:alternate_names
Infobox DRC Political Party:pr??sident	org:top_members/employees
Infobox DRC Political Party:website	org:website
Infobox Defunct Company:company_name	org:alternate_names
Infobox Defunct Company:defunct	org:dissolved
Infobox Defunct Company:fate	org:dissolved
Infobox Defunct Company:foundation	org:founded
Infobox Defunct Company:founder	org:founded_by
Infobox Defunct Company:homepage	org:website
Infobox Defunct Company:key_people	org:top_members/employees
Infobox Defunct Company:location	org:country_of_headquarters
Infobox Defunct Company:location	org:stateorprovince_of_headquarters
Infobox Defunct Company:location	org:city_of_headquarters
Infobox Defunct Company:location_city	org:city_of_headquarters
Infobox Defunct Company:num_employees	org:number_of_employees/members
Infobox Defunct Company:parent	org:parents
Infobox Defunct Company:subsid	org:subsidiaries
Infobox Defunct Company:subsids	org:subsidiaries
Infobox Defunct company:company_name	org:alternate_names
Infobox Defunct company:defunct	org:dissolved
Infobox Defunct company:fate	org:dissolved
Infobox Defunct company:foundation	org:founded
Infobox Defunct company:homepage	org:website
Infobox Defunct company:key_people	org:top_members/employees
Infobox Defunct company:location	org:country_of_headquarters
Infobox Defunct company:location	org:stateorprovince_of_headquarters
Infobox Defunct company:location	org:city_of_headquarters
Infobox Defunct company:name	org:alternate_names
Infobox Defunct company:num_employees	org:number_of_employees/members
Infobox Defunct company:parent	org:parents
Infobox Defunct company:subsid	org:subsidiaries
Infobox Dutch_Political_Party:Dissolved	org:dissolved
Infobox Dutch_Political_Party:EKleader	org:top_members/employees
Infobox Dutch_Political_Party:EPleader	org:top_members/employees
Infobox Dutch_Political_Party:TKleader	org:top_members/employees
Infobox Dutch_Political_Party:europarl	org:member_of
Infobox Dutch_Political_Party:european	org:member_of
Infobox Dutch_Political_Party:foundation	org:founded
Infobox Dutch_Political_Party:headquarters	org:country_of_headquarters
Infobox Dutch_Political_Party:headquarters	org:stateorprovince_of_headquarters
Infobox Dutch_Political_Party:headquarters	org:city_of_headquarters
Infobox Dutch_Political_Party:ideology	org:political/religious_affiliation
Infobox Dutch_Political_Party:international	org:member_of
Infobox Dutch_Political_Party:leader	org:top_members/employees
Infobox Dutch_Political_Party:party_name	org:alternate_names
Infobox Dutch_Political_Party:partychair	org:top_members/employees
Infobox Dutch_Political_Party:website	org:website
Infobox Education in Canada:administrator	org:top_members/employees
Infobox Education in Canada:area	org:country_of_headquarters
Infobox Education in Canada:area	org:stateorprovince_of_headquarters
Infobox Education in Canada:area	org:city_of_headquarters
Infobox Education in Canada:assistant_principals	org:top_members/employees
Infobox Education in Canada:city	org:city_of_headquarters
Infobox Education in Canada:custodian	org:top_members/employees
Infobox Education in Canada:district	org:subsidiaries
Infobox Education in Canada:enrollment	org:number_of_employees/members
Infobox Education in Canada:established	org:founded
Infobox Education in Canada:founded	org:founded
Infobox Education in Canada:homepage	org:website
Infobox Education in Canada:name	org:alternate_names
Infobox Education in Canada:principal	org:top_members/employees
Infobox Education in Canada:province	org:stateorprovince_of_headquarters
Infobox Education in Canada:staff	org:number_of_employees/members
Infobox Education in Canada:streetaddress	org:country_of_headquarters
Infobox Education in Canada:streetaddress	org:stateorprovince_of_headquarters
Infobox Education in Canada:streetaddress	org:city_of_headquarters
Infobox Education in Canada:streetaddress_160_Palmer_Rd._city	org:city_of_headquarters
Infobox Education in Canada:superintendent	org:top_members/employees
Infobox Education in Canada:teamname	org:subsidiaries
Infobox Education in Canada:trustee	org:top_members/employees
Infobox Education in Canada:url	org:website
Infobox Education in Canada:viceprincipal	org:top_members/employees
Infobox Education in Canada:website	org:website
Infobox Exchange:city	org:city_of_headquarters
Infobox Exchange:country	org:country_of_headquarters
Infobox Exchange:foundation	org:founded
Infobox Exchange:founded	org:founded
Infobox Exchange:homepage	org:website
Infobox Exchange:key_people	org:top_members/employees
Infobox Exchange:name	org:alternate_names
Infobox Exchange:nativename	org:alternate_names
Infobox Exchange:owner	org:parents
Infobox Football club:ceo	org:top_members/employees
Infobox Football club:chairman	org:top_members/employees
Infobox Football club:clubname	org:alternate_names
Infobox Football club:dissolved	org:dissolved
Infobox Football club:founded	org:founded
Infobox Football club:fullname	org:alternate_names
Infobox Football club:ground	org:country_of_headquarters
Infobox Football club:ground	org:stateorprovince_of_headquarters
Infobox Football club:ground	org:city_of_headquarters
Infobox Football club:league	org:member_of
Infobox Football club:manager	org:top_members/employees
Infobox Football club:nickname	org:alternate_names
Infobox Football club:shortname	org:alternate_names
Infobox French Political Party:europarl	org:member_of
Infobox French Political Party:european	org:member_of
Infobox French Political Party:foundation	org:founded
Infobox French Political Party:headquarters	org:country_of_headquarters
Infobox French Political Party:headquarters	org:stateorprovince_of_headquarters
Infobox French Political Party:headquarters	org:city_of_headquarters
Infobox French Political Party:ideology	org:political/religious_affiliation
Infobox French Political Party:international	org:member_of
Infobox French Political Party:leader	org:top_members/employees
Infobox French Political Party:members	org:number_of_employees/members
Infobox French Political Party:party_name	org:alternate_names
Infobox French Political Party:président	org:top_members/employees
Infobox French Political Party:website	org:website
Infobox Geopolitical organization:admin_center	org:country_of_headquarters
Infobox Geopolitical organization:admin_center	org:stateorprovince_of_headquarters
Infobox Geopolitical organization:admin_center	org:city_of_headquarters
Infobox Geopolitical organization:established_date1	org:founded
Infobox Geopolitical organization:leader_name1	org:top_members/employees
Infobox Geopolitical organization:linking_name	org:alternate_names
Infobox Geopolitical organization:name	org:alternate_names
Infobox Geopolitical organization:official_website	org:website
Infobox German_Political_Party:europarl	org:member_of
Infobox German_Political_Party:european	org:member_of
Infobox German_Political_Party:foundation	org:founded
Infobox German_Political_Party:headquarters	org:country_of_headquarters
Infobox German_Political_Party:headquarters	org:stateorprovince_of_headquarters
Infobox German_Political_Party:headquarters	org:city_of_headquarters
Infobox German_Political_Party:ideology	org:political/religious_affiliation
Infobox German_Political_Party:international	org:member_of
Infobox German_Political_Party:leader	org:top_members/employees
Infobox German_Political_Party:party_name	org:alternate_names
Infobox German_Political_Party:party_wikicolourid	org:alternate_names
Infobox German_Political_Party:position	org:political/religious_affiliation
Infobox German_Political_Party:website	org:website
Infobox Government agency:Address	org:country_of_headquarters
Infobox Government agency:Address	org:stateorprovince_of_headquarters
Infobox Government agency:Address	org:city_of_headquarters
Infobox Government agency:abbreviation	org:alternate_names
Infobox Government agency:agency_name	org:alternate_names
Infobox Government agency:chief1_name	org:top_members/employees
Infobox Government agency:chief1_predecessor	org:top_members/employees
Infobox Government agency:chief2_name	org:top_members/employees
Infobox Government agency:chief3_name	org:top_members/employees
Infobox Government agency:chief4_name	org:top_members/employees
Infobox Government agency:chief5_name	org:top_members/employees
Infobox Government agency:child1_agency	org:subsidiaries
Infobox Government agency:child2_agency	org:subsidiaries
Infobox Government agency:child3_agency	org:subsidiaries
Infobox Government agency:child4_agency	org:subsidiaries
Infobox Government agency:child5_agency	org:subsidiaries
Infobox Government agency:child6_agency	org:subsidiaries
Infobox Government agency:child7_agency	org:subsidiaries
Infobox Government agency:child8_agency	org:subsidiaries
Infobox Government agency:date1	org:founded
Infobox Government agency:date2	org:founded
Infobox Government agency:department	org:parents
Infobox Government agency:dissolved	org:dissolved
Infobox Government agency:employees	org:number_of_employees/members
Infobox Government agency:formed	org:founded
Infobox Government agency:headquarters	org:country_of_headquarters
Infobox Government agency:headquarters	org:stateorprovince_of_headquarters
Infobox Government agency:headquarters	org:city_of_headquarters
Infobox Government agency:jurisdiction	org:parents
Infobox Government agency:minister1_name	org:top_members/employees
Infobox Government agency:minister2_name	org:top_members/employees
Infobox Government agency:minister3_name	org:top_members/employees
Infobox Government agency:minister4_name	org:top_members/employees
Infobox Government agency:minister5_name	org:top_members/employees
Infobox Government agency:minister6_name	org:top_members/employees
Infobox Government agency:minister7_name	org:top_members/employees
Infobox Government agency:nativename	org:alternate_names
Infobox Government agency:nativename_a	org:alternate_names
Infobox Government agency:nativename_r	org:alternate_names
Infobox Government agency:parent_agency	org:parents
Infobox Government agency:website	org:website
Infobox Greek Political Party:europarl	org:member_of
Infobox Greek Political Party:european	org:member_of
Infobox Greek Political Party:foundation	org:founded
Infobox Greek Political Party:headquarters	org:country_of_headquarters
Infobox Greek Political Party:headquarters	org:stateorprovince_of_headquarters
Infobox Greek Political Party:headquarters	org:city_of_headquarters
Infobox Greek Political Party:ideology	org:political/religious_affiliation
Infobox Greek Political Party:international	org:member_of
Infobox Greek Political Party:leader	org:top_members/employees
Infobox Greek Political Party:party_name	org:alternate_names
Infobox Greek Political Party:position	org:political/religious_affiliation
Infobox Greek Political Party:website	org:website
Infobox Historic Political Party:active	org:dissolved
Infobox Historic Political Party:active	org:founded
Infobox Historic Political Party:ideology	org:political/religious_affiliation
Infobox Historic Political Party:international	org:member_of
Infobox Historic Political Party:party name	org:alternate_names
Infobox Historic Political Party:position	org:political/religious_affiliation
Infobox Historic political party:active	org:dissolved
Infobox Historic political party:active	org:founded
Infobox Historic political party:ideology	org:political/religious_affiliation
Infobox Historic political party:international	org:member_of
Infobox Historic political party:party name	org:alternate_names
Infobox Historic political party:position	org:political/religious_affiliation
Infobox Hospital:Affiliation	org:parents
Infobox Hospital:Closed	org:dissolved
Infobox Hospital:Country	org:country_of_headquarters
Infobox Hospital:Founded	org:founded
Infobox Hospital:Location	org:country_of_headquarters
Infobox Hospital:Location	org:stateorprovince_of_headquarters
Infobox Hospital:Location	org:city_of_headquarters
Infobox Hospital:Name	org:alternate_names
Infobox Hospital:Org/Group	org:parents
Infobox Hospital:Region	org:country_of_headquarters
Infobox Hospital:Region	org:stateorprovince_of_headquarters
Infobox Hospital:Region	org:city_of_headquarters
Infobox Hospital:State	org:stateorprovince_of_headquarters
Infobox Hospital:Website	org:website
Infobox Korean name:title	org:alternate_names
Infobox Law enforcement agency:abbreviation	org:alternate_names
Infobox Law enforcement agency:agencyname	org:alternate_names
Infobox Law enforcement agency:chief1name	org:top_members/employees
Infobox Law enforcement agency:commonname	org:alternate_names
Infobox Law enforcement agency:country	org:country_of_headquarters
Infobox Law enforcement agency:divname	org:country_of_headquarters
Infobox Law enforcement agency:divname	org:stateorprovince_of_headquarters
Infobox Law enforcement agency:divname	org:city_of_headquarters
Infobox Law enforcement agency:employees	org:number_of_employees/members
Infobox Law enforcement agency:formedmonthday	org:founded
Infobox Law enforcement agency:formedyear	org:founded
Infobox Law enforcement agency:governingbody	org:parents
Infobox Law enforcement agency:headquarters	org:country_of_headquarters
Infobox Law enforcement agency:headquarters	org:stateorprovince_of_headquarters
Infobox Law enforcement agency:headquarters	org:city_of_headquarters
Infobox Law enforcement agency:minister1name	org:top_members/employees
Infobox Law enforcement agency:website	org:website
Infobox Magazine:category	org:political/religious_affiliation
Infobox Magazine:country	org:country_of_headquarters
Infobox Magazine:editor	org:top_members/employees
Infobox Magazine:firstdate	org:founded
Infobox Magazine:publisher	org:parents
Infobox Magazine:title	org:alternate_names
Infobox Magazine:website	org:website
